repo_id,stars
1291604065,61
1291613802,30
1291618703,28
1291658615,26
1291659044,36
1291688318,60
1291742788,70
1291766087,29
1291779094,41
1291781923,53
1291808712,35
1291888782,76
1291892045,57
1291907563,38
1291921955,31
1291969904,50
1291978751,35
1291994110,33
1292028312,30
1292088940,106
1292122475,26
1292158992,289
1292186249,42
1292197111,102
1292208306,176
1292256306,35
1292280249,507
1292302215,29
1292336215,69
1292341562,86
1292342255,46
1292354210,70
1292406637,630
1292431002,33
1292436887,142
1292440059,45
1292458106,33
1292458261,42
1292458276,52
1292462975,43
1292482053,60
1292505690,145
1292567425,52
1292588083,515
1292601409,95
1292603082,11
1292611271,284
1292617331,42
1292652711,58
1292668977,67
1292672931,315
1292678764,32
1292704139,35
1292709273,94
1292725081,26
1292729732,33
1292758637,305
1292803076,38
1292813857,236
1292817311,50
1292864285,42
1292920091,29
1292937850,161
1292959171,55
1292960437,29
1292995916,38
1293002033,18
1293014571,247
1293047359,73
1293051640,253
1293054306,1
1293055082,68
1293066810,30
1293121942,138
1293128596,310
1293133470,95
1293166992,31
1293174594,32
1293204556,25
1293275849,384
1293287983,48
1293290940,32
1293329788,146
1293369680,34
1293371220,476
1293372051,1027
1293445504,45
1293450941,62
1293473664,425
1293496062,234
1293528352,163
1293548427,34
1293597225,76
1293600453,89
1293631192,34
1293640519,75
1293670798,754
1293717823,132
1293727298,128
1293729903,134
1293742072,28
1293743886,45
1293747025,132
1293806470,125
1293889404,27
1293928825,35
1293948993,140
1293965946,131
1294008777,21
1294114499,34
1294157055,95
1294164685,28
1294382024,49
1294390376,69
1294430749,36
1294562764,57
1294567068,53
1294604196,29
1294616380,137
1294625255,26
1294626733,38
1294665149,30
1294673670,133
1294678204,132
1294686811,133
1294704254,132
1294722834,157
1294760990,132
1294778982,26
1294787951,133
1294816362,134
1294821660,156
1294823848,132
1294849806,32
1294874234,31
1294939035,70
1294964918,47
1294974964,137
1295002937,42
1295046960,38
1295073265,45
1295092827,188
1295154902,483
1295167025,29
1295266264,42
1295282888,103
1295296921,33
1295320736,46
1295363021,131
1295415985,134
1295438128,29
1295470853,172
1295482110,100
1295531254,850
1295554023,53
1295577734,116
1295584891,26
1295618902,40
1295648738,57
1295649165,39
1295653887,25
1295676197,173
1295688847,107
1295708862,126
1295768859,155
1295858816,36
1295864070,136
1295901464,32
1295937847,79
1295965620,51
1295972337,37
1296016994,34
1296024548,81
1296036886,472
1296040105,0
1296041659,59
1296050346,124
1296055654,32
1296102301,225
1296107475,540
1296114889,30
1296119852,31
1296135579,26
1296189318,23
1296248129,0
1296250451,95
1296300799,279
1296301313,399
1296302822,129
1296312541,45
1296324767,50
1296326316,45
1296344930,61
1296347944,79
1296349582,1
1296370469,71
1296385256,215
1296404338,88
1296434943,24
1296441594,32
1296449838,37
1296450945,42
1296462200,187
1296472403,28
1296557893,27
1296627757,286
1296635340,46
1296649839,173
1296661225,30
1296678306,78
1296680841,192
1296793921,27
1296817533,82
1296841294,65
1296854989,45
1296861532,40
1296874887,52
1296932035,62
1296961913,22
1296965951,42
1296981871,44
1297007256,68
1297022212,101
1297115450,34
1297155925,19
1297186508,77
1297191394,38
1297278222,40
1297316519,653
1297316564,52
1297334206,123
1297379226,42
1297386391,162
1297429458,23
1297567382,50
1297572541,26
1297573774,28
1297608111,53
1297611216,58
1297691747,45
1297738589,37
1297776908,60
1297827159,21
1297878371,113
1297902282,61
1297984221,54
1297987227,29
1298124536,86
1298189234,696
1298271854,25
1298282884,73
1298282939,31
1298324581,21
1298330762,90
1298394175,18
1298427761,34
1298540929,98
1298890549,658
1298912749,25
1298954696,21
1298998324,3
1299023861,2
1299059228,15
1299238433,0
1299316742,44
1299415612,26
1299446983,51
1299460293,0
1299516812,15
1299518666,50
1299691584,55
1299827099,1
1299885911,0
1299966529,0
1300023993,0
