repo_id,stars
749137,3788
1555094,3072
2005484,560
4387547,3291
5698643,4087
5797013,5015
7502247,2575
8426406,4922
8681349,49662
9252533,6354
10353211,5915
11274380,118
11579941,1218
12738012,294
13956112,1412
14734876,14241
15988336,1568
18671453,1209
23633128,342
24227875,6427
24561828,14506
25311354,2890
25459400,13842
27222050,4228
29217054,22965
29906842,15411
30860673,2307
30907774,23037
34674210,152
34798315,9528
36420109,1703
36840131,2178
37035067,1591
38182966,3643
38216778,9190
38233033,3302
38696925,29332
39904377,2105
41310523,2506
44961854,967
45103027,214
45271904,9961
45512989,34319
46527265,6039
48660863,2805
48904888,5638
49292670,919
49632852,1250
50202460,3966
53133861,21127
55018634,2427
56639410,1406
57377821,2244
57602001,22931
59341837,934
59982630,2956
60145277,869
60166854,1834
60352717,1551
60377070,7029
61393415,538
61793256,982
61924149,1776
62087567,4599
62476384,166
62824998,2911
62843932,1783
63793563,982
64834778,1344
65017574,6164
65558310,2245
66331305,1539
67437371,643
68125931,14725
69269563,10750
70431106,28833
71849748,633
72225778,602
72329031,425
73964895,14812
74173698,5991
75190475,7367
75587993,1845
75710587,4067
76678740,2165
76768630,2820
77023811,3120
77321225,750
77341954,2570
78200488,5579
78313173,10446
78732688,851
79263545,225
79372336,2122
80240424,4325
82841862,7009
83542054,1791
83878269,15768
84099393,193
84949566,2052
85768267,227
86599573,6563
87067212,9945
88113789,2319
88222263,1754
90733436,3827
90862638,1937
91857770,802
92287968,15420
94956993,1532
95574086,2029
96012614,743
96256108,710
96416890,184
96853855,1976
97794087,816
97817788,115
98441914,1062
98499283,7295
99139417,180
99379143,1951
99412308,9500
99561213,3007
102067496,2178
102102105,768
102538419,837
102692863,21204
103229836,1681
104722806,5107
104854615,7848
105769029,1222
105808063,218
107108009,4279
107111421,73282
107115042,1858
107305157,1773
107878597,201
108945887,4876
109678660,1760
110606051,647
111699912,889
112103066,6924
112488313,1535
113166974,6616
113577479,1301
114540126,3086
114870155,3538
115673437,1834
115744122,4643
116590428,2621
116697549,3584
116797311,12229
117433667,207
119160553,39993
119741627,472
120720556,2086
121637551,9515
122595764,134
122715432,1666
122816625,1470
123197101,1409
123693096,442
124853261,3522
124882400,1091
125007217,1127
125099497,562
125444399,1771
125862390,2287
128061014,180
129847467,3307
131582572,20789
131881622,14831
131955509,274
132464395,157245
133060053,3530
133444044,2258
134584107,109
136799312,890
137123785,275
137789266,1675
138141023,216
138552196,24924
139945544,875
142422739,10888
142569591,248
142908872,6579
143284193,2637
143328315,39473
145693916,11282
146103950,1823
146435045,4726
146633589,37444
146856200,2887
146863062,5403
147229508,416
148067600,198
148550577,330
150864645,1074
151619717,38421
151904296,1947
152071156,878
156157055,48852
156317154,15109
156401841,9874
156946744,6485
157198623,12831
157908837,177
158025053,688
158673445,4641
158744344,3418
159110178,3124
159797814,950
159916548,3025
160361977,3684
161247988,3393
162021652,8132
163235189,1651
164433070,4218
165041732,25804
165645094,617
166911196,286
167694194,34505
168062479,206
168149502,1764
168269440,6345
169158585,2928
169991845,923
170118596,6116
170777132,7043
171564291,229
172407982,839
172519084,175
173005932,2271
173544440,7724
173827642,1463
175052225,10309
176858880,4663
176982014,17172
177614859,625
178470457,502
178626720,31244
178976529,8731
180307968,1535
180827233,9502
181222410,3399
181436799,15706
182067506,10929
182163054,1918
182865216,2141
185401193,1755
186056630,916
186332888,2317
186698598,1685
186872119,5222
187398354,1139
188356619,2973
189425886,218
189602331,268
191179628,1307
191194671,632
191751197,269
193332705,1969
193973813,424
196340907,1791
197009243,107
198483875,225
200004447,4074
200471228,854
200722670,17811
201025777,14820
201441751,2439
203558879,239
204388092,6654
204786174,823
206314293,1381
207454227,447
207988739,788
209556497,9144
209709465,3778
210357243,1413
212056242,1883
212747520,4253
213250662,548
216243021,972
216525761,434
217049858,1135
217113590,6333
217775615,730
218177655,394
218952803,13072
219035799,10906
219623588,4805
221121871,4974
221631156,1823
221733013,747
221787282,5143
222209282,695
222780595,4653
222824662,16092
223357324,4273
224261160,377
224908244,10730
225125850,137
225260962,16437
225572038,5632
226046528,2272
226368168,1533
227055040,417
228203350,3328
232627037,585
232876381,3784
232901618,2190
233587412,441
234676361,421
236624100,799
238593012,612
239828934,132
241021214,2529
244620269,13961
245127811,720
245949080,1022
247865662,1612
248977013,1196
250036571,3808
251041078,5248
251233119,211
251396732,10270
253079431,1272
253849484,6301
255823049,2563
257327148,637
257520135,361
257648141,2822
260420185,4022
261098554,863
261372860,13602
262296122,86084
262424540,3090
264675954,17342
265127379,448
265850286,971
267420351,1417
267857463,5236
269773439,160
270670394,1956
271090649,3985
271800973,2584
271828142,1710
272785290,1900
272924197,326
273082432,1680
273337347,1344
273630336,342
274610956,1995
275182202,235
276288252,1917
279643881,3623
280784933,494
281475256,1769
281519510,4053
284824224,3223
284864176,4422
285951873,2902
285973698,2037
286408558,2088
286876809,543
288142727,768
288187811,944
288411806,286
288482469,10722
289205582,1523
289605524,7632
290091948,67214
290373506,10659
290686772,397
291070953,567
291703561,7677
291787503,11679
292617111,409
292896321,658
293572361,393
293631918,820
295608796,1485
297302063,4266
297535227,717
297672263,7752
300789100,1179
300996055,25432
302827809,9390
303541321,2089
303705119,3784
303953548,142
304530333,1981
305492699,1109
305572443,204
306242293,608
306977633,31154
306980630,5922
307213173,31211
307315411,566
309504885,3456
310368642,540
312042527,1681
312152973,3387
314748658,800
315977578,7742
316328024,785
318515767,170
320299900,9192
320598037,1372
321181247,143
321994701,608
322270485,1028
322855089,10700
323048702,70908
323651234,7446
326174741,35633
326479996,1838
327113050,5628
328236233,432
330325505,4317
330768122,2569
332181872,1323
333421996,5157
333624050,677
333867421,161
334567245,8618
334760721,1215
334848347,9180
336132980,372
337924729,730
338717688,861
340339997,11333
341473983,2063
342728683,9445
343203057,2125
343429224,1347
344069267,489
344190478,52701
345180734,1839
346124279,3028
346676718,757
350375089,4417
350871478,911
351720449,1583
353670076,2960
353968278,773
354138793,6443
354751914,957
356881804,2344
357328206,811
357891182,2011
358208946,381
358276714,155
359839626,8023
361511031,2838
361735570,2288
367549861,835
370275343,646
370342171,1231
370728359,1797
371631642,402
373308826,4740
373674258,8337
377631316,213
377866577,265
379581563,3106
380191749,17332
381317767,165
381952060,1632
382835373,660
383121608,281
384562101,227
385275507,3819
387786881,3451
388636965,2879
391273014,384
391777965,627
393571599,36923
393874035,14636
394089041,3045
395688425,4080
398941751,381
400215964,39343
400918657,357
401484223,9444
404924772,932
405929837,2740
406341006,471
407722319,12361
409653223,3972
411987045,503
415956481,377
416312227,212
417875186,765
418399149,1082
420628968,1826
422148948,4125
422274596,41420
423991420,1741
425484875,1337
427347642,1011
429104828,3647
429736266,10181
432730711,3015
432768606,548
433054511,2258
434324346,975
436617251,183
438416676,2451
438419937,11061
438514144,11211
439033158,4571
439528372,1097
440603375,621
440752086,13920
442706416,691
443220240,5126
443497884,836
444251617,370
444442096,4577
445768278,5183
446713689,968
448167075,2992
448343090,2724
448398954,879
449649393,18339
449649595,2469
450291588,2644
451309277,356
452821660,668
457995289,770
458086533,872
458411579,575
458461908,416
458588993,8332
459466436,2391
460761639,1938
460867737,470
463439055,511
464704193,2991
468576060,74822
469136195,1328
469377939,1164
470779379,788
470832353,161
471249443,3095
472525693,646
473736446,380
474150870,1530
475150006,372
476918521,1947
477657302,368
477846408,825
477999739,1108
478484453,2179
478823173,11306
479199191,3034
479916584,1084
480303698,2214
480318757,521
481427289,1219
483260394,407
483678677,144
483710165,347
484017724,316
486656484,1267
487309566,2827
488091508,113
488641606,41372
489105078,1195
492526669,6365
493209224,108
495587598,8417
496192011,608
496233655,2342
496844646,517
497184741,470
497356715,838
497512032,12904
497780232,1104
498011141,34135
498575448,1444
498766488,10280
499173659,489
499272646,1116
500427876,631
501192860,996
502863191,13334
503178978,417
506404806,537
507861208,3703
507972385,3494
509133407,564
509153572,3827
510360767,702
511003180,1178
511492785,2097
511745849,5979
513534410,972
514644612,314
515647260,36291
516505460,1878
516962930,2429
519577891,47480
520969009,36515
521688260,134
522133400,17220
522165515,792
522180634,1851
522895309,1638
524092789,432
525327651,330
525592995,27651
525605934,366
526514610,1426
526725525,335
527359569,2436
527796682,747
527889855,898
528076983,449
528328355,1246
528350188,3259
528763774,741
528771628,370
529560594,7320
529954479,760
530072220,367
530323399,3503
531653392,2107
531788813,3879
532465933,6241
533127272,13576
533199740,7736
533451541,4703
533601913,429
533752345,354
533934365,367
534330590,8187
534779800,1338
534817329,2622
535063290,658
535379921,396
535492585,368
535691024,3362
536013043,1936
536244334,496
536314590,1479
536492655,892
536614303,366
537093072,491
537940881,3210
538180525,15046
538375570,1880
538408555,494
539045602,418
539389184,7914
539888500,17250
540357453,920
540685210,924
541147441,1960
541269386,52207
541322916,5817
541841924,347
542185751,7302
542713154,1640
542763041,1214
542772373,390
543063415,995
543189172,1986
543297533,790
543955160,4538
544039155,1071
544618040,560
545130358,605
545595027,1547
545918043,2037
546206616,28858
546466467,2545
546476703,8851
547227418,388
547725599,11789
547919119,659
548093252,801
548735230,1970
549133772,1389
549830413,7196
550981146,1235
551376520,60140
551689337,2854
552580878,933
552660722,838
554771302,12372
555532742,497
555659262,538
556522959,1630
556553471,1403
557271203,511
557880310,593
558278400,503
558368772,1347
558653606,486
559759491,810
560299175,21524
560704231,51028
560859378,919
561175504,689
561434347,1852
561902498,534
562595985,646
562754304,2355
563259458,503
564597496,1066
565372076,2420
565563619,4070
565658766,997
565772050,748
566323731,13949
568194185,366
568517086,2677
568776116,441
569265598,2513
569559542,261
569687650,1253
569860278,1263
569988037,375
570015943,769
570020780,4202
570384908,21439
570530787,599
570663084,359
570696986,3897
571055479,4094
571148432,281
571722519,318
572071014,1000
572087603,342
572570113,15723
572620767,1740
573203577,380
573224813,523
573661753,23390
573759422,6450
573822937,3719
573891417,1194
573963587,757
573982889,3885
574046356,2736
574095904,458
574097989,8207
574116196,13059
574156195,3446
574160606,3457
574210381,274
574278577,5513
574347022,920
574411233,2635
574428530,4179
574578825,8238
574612724,3872
574727842,732
574861362,1240
575042276,3451
575051095,5948
575253452,3584
575267939,3744
575295397,3786
575340621,54408
575628616,7545
575997792,1976
576005588,3763
576072728,2106
576204079,691
576254831,3865
576380523,7867
576696753,3998
576799754,453
576869790,2008
576921601,3160
577116112,61106
577603990,37378
577753426,4443
577953547,456
578245357,1237
578272278,552
578460780,322
578685027,7911
579082810,76848
579494713,2024
579947672,2927
580147701,130
580525453,402
580537336,7271
580595594,399
580600129,2702
581656211,779
581913613,7182
582319835,524
582432706,5298
582729142,485
583315360,1275
583616027,537
584167315,375
584639396,9076
584843932,918
584935389,598
586171281,1419
586624356,12669
586903198,278
587031627,1149
587275399,917
587573950,331
587586087,41868
588477692,9496
588533284,771
588732058,2415
588898844,3585
588992876,2563
589013057,2293
589831718,121921
590681558,4605
591667477,915
591782276,3468
591961298,6085
592287689,737
593550728,631
593927328,2208
593961226,720
594096901,3297
594215219,1015
594609262,7192
594679568,1906
594869373,1062
595130474,726
595257557,771
595530574,1173
596205066,322
597240369,460
597490428,682
597583114,8921
597644883,3831
598099426,4184
598375636,2057
598539671,5645
598705038,325
598872262,2106
599293758,7709
599320067,152248
599338659,3078
599524116,31037
599570867,676
599687030,4209
599781179,4339
599811829,463
599950865,784
599976443,3130
600068422,3426
600223950,562
600229707,2062
600362783,3434
600368121,24475
600450326,4450
600534454,1160
600544354,20938
601100396,4416
601161044,16206
601205363,1601
601622432,695
601734711,636
601904916,2195
602005115,12221
602366280,6867
602455110,1125
602465880,648
602478874,3108
602771615,2469
603067222,824
603085008,10837
603215482,941
603535454,9555
603593003,5505
603668088,5652
604651852,3096
604899926,4148
605221864,945
605662936,308
605673387,29095
605998734,341
606329910,2703
606520610,3121
606669199,914
606790323,3660
606803328,6151
606949210,276
606991065,261
607013954,14442
607121301,2503
607202370,4998
607289185,28349
607301922,471
607355225,1181
607375979,354
607503931,117
607667587,509
607840368,808
607845880,2365
607858988,9459
608130371,324
608136755,164
608246343,632
608422802,344
608490374,7950
608896930,10271
609002853,3805
609054077,4268
609090479,3899
609099433,665
609255505,472
609333954,8398
609416865,24952
609427511,3216
609445326,6391
609721722,17149
609727033,761
609790481,954
610038902,3450
610043832,3718
610071879,820
610197072,5314
610217037,7502
610260322,41108
610265797,2350
610487003,1550
610713721,341
611161753,2246
611284377,4420
611291701,1334
611368361,806
611618121,21202
611723171,916
611817888,390
611913815,3270
612275000,1941
612350395,6181
612494680,122
612555408,1936
612562157,834
612603924,351
612750561,4323
613075789,12913
613456719,610
613731840,12194
613984283,12324
614050971,1273
614258120,10736
614325365,18946
614470292,2585
614719201,10168
614764248,33785
614765452,185648
614780968,2117
614826827,2116
614854112,866
614950419,1162
614965975,3994
615133427,545
615208684,1598
615313264,373
615403340,15226
615439742,3338
615510678,17467
615532857,3054
615536358,453
615557134,1443
615684995,573
615695876,4783
615702252,1391
615709657,513
615891862,1194
615910198,532
616027609,1399
616034965,431
616179530,1322
616187681,2593
616263789,317
616372661,71125
616466279,895
616830183,3046
616983144,254
616989909,382
617044480,1086
617048769,2674
617152691,8008
617179274,16382
617206966,913
617325145,3209
617363723,447
617418536,1221
617431627,356
617443880,441
617444598,503
617462489,412
617529988,2215
617577744,472
617708951,2327
617798408,21190
617864263,669
618116667,1888
618229896,950
618291036,1369
618299849,1346
618345160,2791
618503555,1335
618509061,377
618511002,10807
618644310,1603
619047425,358
619059435,2554
619143361,3041
619234173,3013
619312022,4261
619814004,2961
619825247,8486
619959033,77394
620059973,778
620076077,1714
620165658,490
620174542,7282
620225616,477
620275636,3342
620333997,812
620362812,2749
620428566,1036
620458878,14901
620552483,2176
620557779,572
620843043,1234
620943152,917
621226745,449
621562296,812
621575252,7453
621808642,29610
622134485,305
622147274,1694
622163915,439
622202906,3425
622352364,12238
622462950,386
622510230,6471
622569125,3160
622599959,2666
622633514,393
622709062,169
622788147,2874
623119055,1718
623276552,1025
623337398,700
623414622,1540
623453211,445
623499246,1159
623604666,853
623618719,1170
623656022,689
623679404,1051
623737874,328
624156003,675
624214839,2774
624236959,4332
624268705,2252
624294388,329
624421862,926
624432016,2252
624870895,9063
624889833,1161
624906825,134
625187946,16451
625308923,2339
625486047,8074
625502953,304
625659174,816
625673154,1131
625793423,3402
625802141,3314
625802507,1239
625961301,3503
626117554,1084
626161045,554
626166292,525
626239608,777
626509716,4840
626597211,349
626723712,1696
626885698,995
626937684,1549
627132009,1244
627274798,1111
627480054,19545
627534556,477
627561173,18438
627637290,439
627644217,800
627646824,572
627727693,12236
627744002,2901
627915388,659
627962120,938
628087446,1453
628154495,1783
628172054,1527
628230315,2179
628250345,2999
628296906,12193
628479063,397
628749964,147
628853983,835
628959446,5729
629049442,3222
629102662,24940
629142696,5042
629177820,3205
629292062,2466
629411216,192
629494390,6774
629520282,1259
629538245,1189
629651008,1989
629789089,4075
629922458,3344
630208579,910
630292680,3791
630487790,1140
630488256,587
630646591,2041
630755965,4906
630987119,357
631003534,178
631079307,328
631081758,9046
631084700,312
631136535,881
631147793,1219
631169911,4643
631254164,35898
631258918,23661
631285104,5222
631454728,10200
631484230,2548
631493578,285
631522874,4156
631567741,38874
631651537,326
631673804,589
631693079,321
631705933,1607
631755045,424
631822812,6194
631829946,954
631986005,365
631999917,139
632043405,410
632265457,275
632269609,796
632303131,1741
632387128,1268
632394512,393
632538509,1365
632871496,1512
632871628,4326
632902959,3258
633037655,470
633091774,1973
633141345,993
633262635,31104
633738492,1037
633933122,24444
634043200,26603
634081686,22987
634082741,263
634151665,2115
634443338,659
634505738,171
634511992,635
634590129,412
634938527,944
635059080,1817
635129194,3297
635240594,57354
635258975,6342
635392069,489
635785526,306
635992742,845
636344889,4149
636372163,13492
636473464,516
636529302,512
636535720,6439
636693030,17490
636787031,12835
636922549,5087
636986058,4674
637096157,12372
637126931,3140
637237273,3498
637313883,1101
637692988,775
637924634,14967
638018738,817
638054601,4894
638158791,876
638240319,624
638609341,3747
638629097,47631
638722390,1297
638869686,566
638900030,2359
638951438,20786
638977082,321
639001213,4034
639079153,1604
639095114,3535
639096757,6678
639225857,2048
639286908,765
639548771,1473
639673870,2293
639687152,1669
639772835,4940
639835356,28567
639997734,3530
640182997,17632
640476297,383
640495759,411
640683234,1884
640747712,655
640784478,415
640819432,5773
641205268,14876
641213599,1529
641364608,346
641490799,941
641729782,1544
641932376,466
642099326,6031
642323624,35806
642332004,1152
642368010,1504
642416556,642
642578676,512
642608852,12957
642640119,389
642642539,17954
642696395,549
642826885,491
642880013,290
642906925,2218
642917329,20664
643035818,465
643050363,1809
643193835,1092
643298670,297
643405499,4590
643435168,2116
643705885,1549
643722626,373
643749430,3368
643838075,2871
643885884,2628
643916827,22694
643952838,597
643959798,863
643978507,225
644075561,820
644235905,24783
644259800,2459
644335995,1003
644343479,1092
644351982,1081
644461337,25740
644497089,2961
644686905,35044
644799767,958
644827453,555
644862510,3141
644945770,566
645171789,125
645270986,2007
645376002,342
645397533,5484
645423151,195
645471238,7080
645841220,433
646129383,598
646220234,340
646464288,762
646489141,730
646532460,936
646537482,2882
647071735,270
647090216,346
647100790,308
647651782,2330
647752905,749
647951887,990
648133004,958
648145432,773
648450331,583
648461026,877
648474263,2001
648505057,5651
648629873,13004
648704297,287
648800562,737
648854280,1061
648967412,2592
649025519,685
649035177,812
649047066,721
649224670,6306
649402606,633
649494372,773
649647885,6499
650246838,869
650365761,411
650657605,436
650838385,354
650839020,2612
650918061,2965
651145357,702
651479977,1048
651487266,9029
651673736,483
651715861,234
651739863,1222
651856155,235
651961311,1279
652065806,562
652419549,107
652420569,2218
652484969,767
652523482,827
652604373,1803
652712035,23923
652780999,388
652941996,8550
653196037,519
653386433,6315
653589102,13605
653595084,5650
653893086,813
654037367,454
654115596,648
654122609,7971
654124617,7231
654824689,359
654834995,669
655021836,904
655099582,81162
655155250,2413
655253031,309
655459367,29023
655806940,113418
655948482,8676
655949187,2813
656030508,1944
656099147,61517
656181752,1283
656242004,1302
656376920,1526
656385153,3641
656648289,323
657057869,1074
657103388,292
657153187,507
657442586,611
657895120,15541
657992824,519
658169646,263
658277588,4670
658356545,470
658453192,3043
658523581,705
658928958,176686
658954791,1624
659030774,716
659158359,1181
659163102,287
659211539,435
659402878,9187
659412092,7718
659786592,428
660299583,1235
660360373,392
660428571,754
660452634,1063
660489378,11189
660551251,69484
660860817,633
660891114,386
661149290,676
661178361,1608
661481146,325
661792195,436
661847690,316
661917017,391
662443651,1291
662567193,277
662717361,1477
662766482,12213
662871293,321
662878020,7247
663095187,1460
663157481,260
663247362,2458
663396489,2337
663801546,1258
663830644,169
663918038,1650
664102018,1016
664177247,1370
664262546,364
664420782,597
664427248,3846
664529368,1085
664752008,2930
664767555,858
664913876,5163
665164787,1390
665299585,1596
665360778,604
665471631,875
665653661,1183
665986900,560
666140407,742
666163354,2169
666197652,2084
666260877,3104
666461223,604
666826154,1233
667024117,907
667148214,755
667259013,357
667297720,18536
667532295,9251
667751028,320
667828615,2981
668052031,7132
668122773,14745
668132464,2838
668195240,59001
668481985,1359
668513898,1936
668812621,1708
668990200,618
669331976,6008
669402660,552
669420857,4191
669671669,814
669704171,742
669839756,513
670089677,386
670177036,295
670526867,933
670696350,702
671044141,118
671076272,2895
671115276,167
671367604,1957
671542615,652
671737761,692
671759870,3597
672224983,8778
672405848,328
672415139,9837
672418156,215
672490782,357
672673877,996
672678720,2364
672730040,1298
672790711,459
672839549,428
672847735,1701
673277480,2303
673277958,6766
673534316,3742
673596675,11970
673704029,1187
674075444,21468
674149041,207
674448056,287
674782109,691
674804053,223
674827652,371
674841239,348
674921134,138
675151062,2307
675166027,416
675501126,334
675790276,304
675892095,1054
675911200,1338
676012640,373
676028871,4850
676057693,1227
676089005,1330
676793232,2429
676855783,585
677284959,1479
677655818,336
677815836,261
678182421,3257
678526156,21962
678589928,230
678765416,470
679091311,1857
679237742,33726
679402823,1167
679506386,43673
679564879,1040
679673096,402
679869950,29362
680043217,799
680120071,59914
680173591,2823
680797687,2270
680860351,944
680918523,1153
681002458,7256
681075491,6711
681240572,385
681455046,903
681482900,1319
681516317,4520
681566005,17268
681603891,642
681809062,1052
681989160,273
682080300,12514
682556990,219
683009618,5642
683039317,844
683066449,801
683509343,272
683573931,5410
683650472,1723
684049556,665
684718744,913
684881338,6933
684881857,3638
684883012,1757
685444668,4090
685523400,341
685709378,596
685779821,285
685897222,175
686076152,1087
686161611,10366
686476221,1209
686709515,282
687036710,760
687065217,314
687127955,317
687211074,338
687246031,290
687372462,449
687449432,1044
687727674,1333
688164459,27552
688186076,2826
689172454,1302
689214770,2871
689299900,3413
689406476,873
689541424,2757
689765175,852
690349659,440
690609896,8166
690860892,886
691194929,460
691303110,4316
691347156,22186
691978242,692
692175642,1120
692676232,283
693038546,862
693072929,824
693638247,667
694239644,228
694279648,407
694510132,1319
694670164,2689
695229234,967
695699688,1071
696086319,132
696243788,2256
696503950,946
696601819,446
697007681,2077
697356168,167
697550206,1289
697933414,743
698210830,599
698288684,14826
698470143,288
698654711,355
698678789,465
698998233,972
699159727,867
699343375,1204
699396462,735
699581828,222
699727627,406
700724064,2363
700762093,308
701109860,324
701256444,283
701312880,728
701419101,1878
701494311,8599
701547123,146421
701604805,1112
701627142,1098
701867516,514
701872893,362
702050953,1250
702370097,815
702674692,718
702880644,2411
703132587,668
703276306,151
703411624,23925
703433265,1166
703596504,537
704036520,1049
704054996,828
704106022,548
704543233,4955
704959035,4160
705126352,835
705247308,636
705358800,1393
705433049,3032
705695450,3341
705901752,2086
705950346,2608
706023626,1304
706400384,357
706636808,243
706794274,1938
706800296,858
707018563,385
707020503,466
707237272,4126
707248455,821
707356799,1607
707441527,11476
707501489,1082
707504998,901
707552952,822
707818217,3820
707871811,537
707913607,1229
708532926,321
708552127,576
708693209,3014
709504524,270
709603902,12017
709620206,394
710127591,304
710443541,1339
710475189,505
710539769,597
710601088,55997
710781843,424
711291697,136
711319439,916
711391701,1379
711550638,13628
711650878,2039
711864970,525
711904523,170
711904962,3738
712179847,382
712629129,3291
712897010,10695
713152194,823
713419018,512
713609629,318
713967573,7825
714008096,482
714035943,355
714143245,10249
714226745,1518
714374011,1908
